match,p1_model,p2_model,winner,turns,p1_score,p2_score,p1_obj_count,p2_obj_count,p1_place,p2_place,p1_draw,p2_draw,p1_complete,p2_complete,p1_complete_scored,p2_complete_scored,p1_pts_series,p2_pts_series,p1_pts_parallel,p2_pts_parallel,p1_pts_mixed,p2_pts_mixed,p1_pts_bridge,p2_pts_bridge,p1_pts_cap,p2_pts_cap,p1_invalid,p2_invalid,p1_api_ok,p2_api_ok,p1_api_total,p2_api_total,p1_fallbacks,p2_fallbacks,p1_verify_fails,p2_verify_fails,voided,void_reason,elapsed
39,qwen3:32b,mixtral:latest,Draw,13,115,115,3,3,9,9,6,6,3,3,3,3,35,40,35,30,45,45,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,,26.557103395462036
40,qwen3:32b,mixtral:latest,P1,13,110,30,3,1,8,4,7,13,3,1,3,1,75,0,35,30,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,,23.393982648849487
41,qwen3:32b,mixtral:latest,P1,13,145,35,4,1,9,4,0,13,4,1,4,1,40,35,60,0,45,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,,28.47374677658081
42,qwen3:32b,mixtral:latest,P1,13,150,30,4,1,9,4,1,13,4,1,4,1,75,0,30,30,45,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,,28.515788555145264
43,qwen3:32b,mixtral:latest,P1,13,155,30,4,1,9,4,1,13,4,1,4,1,75,0,35,30,45,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,,27.94582223892212
44,qwen3:32b,mixtral:latest,P1,13,155,30,4,1,9,4,1,13,4,1,4,1,75,0,35,30,45,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,,27.546972513198853
45,qwen3:32b,mixtral:latest,P1,13,150,35,4,1,9,4,1,13,4,1,4,1,40,35,65,0,45,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,,28.42795157432556
46,qwen3:32b,mixtral:latest,P1,13,105,30,3,1,8,4,7,13,3,1,3,1,75,0,30,30,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,,23.35112762451172
47,qwen3:32b,mixtral:latest,P1,13,110,30,3,1,8,4,7,13,3,1,3,1,75,0,35,30,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,,22.938889265060425
48,qwen3:32b,mixtral:latest,P1,13,140,40,4,1,11,4,3,13,4,1,4,1,35,40,105,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,,28.124484539031982
49,qwen3:32b,mixtral:latest,P1,13,155,30,4,1,9,4,3,13,4,1,4,1,75,0,35,30,45,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,,23.42218852043152
50,qwen3:32b,mixtral:latest,P1,13,145,30,4,1,9,4,0,13,4,1,4,1,65,0,35,30,45,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,,27.09343719482422
51,qwen3:32b,mixtral:latest,P1,13,140,35,4,1,9,4,0,13,4,1,4,1,70,35,70,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,,28.230998516082764
52,qwen3:32b,mixtral:latest,P1,13,150,35,4,1,9,4,0,13,4,1,4,1,40,35,65,0,45,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,,27.2002534866333
53,qwen3:32b,mixtral:latest,P1,13,110,30,3,1,8,4,7,13,3,1,3,1,75,0,35,30,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,,23.309098958969116
54,qwen3:32b,mixtral:latest,P1,13,170,40,5,1,10,4,0,13,5,1,5,1,30,40,95,0,45,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,,28.446390628814697
55,qwen3:32b,mixtral:latest,P1,13,115,70,3,2,9,6,6,10,3,2,3,2,35,40,35,30,45,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,,24.891220569610596
56,qwen3:32b,mixtral:latest,P1,13,150,30,4,1,9,4,0,13,4,1,4,1,105,0,0,30,45,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,,28.485357761383057
57,qwen3:32b,mixtral:latest,P1,13,150,30,4,1,9,4,0,13,4,1,4,1,70,0,35,30,45,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,,28.486736536026
58,qwen3:32b,mixtral:latest,P1,13,150,30,4,1,9,4,1,13,4,1,4,1,105,0,0,30,45,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,,27.408222913742065
59,qwen3:32b,mixtral:latest,P1,13,150,60,4,2,9,6,0,10,4,2,4,2,105,0,0,60,45,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,,27.812474966049194
